Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,sub_probability,discount_probability,cluster_id
347,49,Male,Jeans,Clothing,50,New Mexico,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly,0.83,0.9962756766231532,1
348,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly,0.9,0.9970290798382118,1
349,56,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly,0.82,0.997364502942899,1
350,37,Male,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly,0.89,0.9979546346176952,0
351,42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly,0.8775,0.9982302629604536,0
352,28,Male,Skirt,Clothing,90,New York,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly,0.895,0.9956199083567616,0
353,27,Male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months,0.58,0.9969168574300172,0
354,63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly,0.7325,0.9953723922467448,0
355,58,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3.0,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly,0.855,0.9985476015396848,0
356,37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,0.7725,0.9985910039420752,1
357,56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly,0.92,0.9989119767680772,0
358,18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4.0,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly,0.785,0.9991526829482078,1
359,48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months,0.8725,0.998377954105476,1
360,31,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3.0,Yes,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months,0.835,0.9961695964632448,0
361,51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,0.8725,0.9973625011625036,1
362,65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually,0.805,0.998879854225956,0
363,53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly,0.77,0.999208395575109,0
364,55,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly,0.6825,0.9972365493893556,0
365,62,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months,0.81,0.99813292397679,0
366,55,Male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly,0.6025,0.9947426559805648,0
367,64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly,0.845,0.9938508843000003,1
368,52,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly,0.835,0.9956322658599892,1
369,24,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Standard,Yes,Yes,29,Cash,Monthly,0.8425,0.9990620625651734,1
370,38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,PayPal,Quarterly,0.83,0.998755472791124,1
371,59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly,0.8575,0.9965089048292856,1
372,27,Male,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly,0.575,0.9974372603312646,0
373,24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly,0.895,0.9986795378055986,0
374,23,Male,Coat,Outerwear,27,North Dakota,L,White,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly,0.845,0.9990292796966492,1
375,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5.0,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly,0.7625,0.9976933429908084,0
376,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly,0.84,0.998068142307622,1
377,51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly,0.4925,0.99163034371079,1
378,63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Standard,Yes,Yes,39,Credit Card,Every 3 Months,0.82,0.9953505949637336,1
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,23,Credit Card,Monthly,0.6375,0.9978245567261532,0
380,32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly,0.805,0.9959504927629286,1
381,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly,0.8875,0.995866899007914,0
382,66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months,0.53,0.9950622227598304,1
383,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly,0.905,0.9892499016950164,0
384,50,Male,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,2.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,0.8525,0.9981136686666956,0
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,6,Venmo,Annually,0.9,0.9959602289639172,1
386,67,Male,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,2.7,Yes,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly,0.465,0.9976886707638052,0
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,Yes,40,PayPal,Quarterly,0.6275,0.9944726413909868,1
388,45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,Store Pickup,Yes,Yes,38,PayPal,Fortnightly,0.8775,0.9965165102463456,0
389,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,10,PayPal,Quarterly,0.8175,0.997106144387956,0
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Standard,Yes,Yes,28,Bank Transfer,Monthly,0.895,0.9952597049417446,1
391,25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,19,PayPal,Annually,0.85,0.9985370142410022,0
392,37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Standard,Yes,Yes,25,Cash,Fortnightly,0.91,0.9979582044619256,0
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,Yes,38,Credit Card,Annually,0.44,0.997934131091176,0
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Standard,Yes,Yes,6,PayPal,Fortnightly,0.9,0.99403724564999,0
395,43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Yes,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly,0.58,0.995821589059616,1
396,37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Store Pickup,Yes,Yes,2,PayPal,Annually,0.7925,0.991252942916874,0
397,46,Male,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Yes,Standard,Yes,Yes,24,Bank Transfer,Annually,0.895,0.9971733338090322,0
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3.0,Yes,Free Shipping,Yes,Yes,26,Cash,Annually,0.85,0.9986280148713844,1
399,20,Male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,Debit Card,Every 3 Months,0.8525,0.996434904115947,0
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly,0.895,0.9939354212908884,1
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,Free Shipping,Yes,Yes,14,PayPal,Fortnightly,0.67,0.9977097766271876,0
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Standard,Yes,Yes,21,Cash,Quarterly,0.8875,0.9986890332643904,0
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Yes,Express,Yes,Yes,26,PayPal,Monthly,0.91,0.9931188606326792,0
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,0.8025,0.9981206943571146,1
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,Yes,11,Credit Card,Monthly,0.865,0.9954755435069332,0
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Standard,Yes,Yes,15,Cash,Annually,0.8525,0.9945945968310692,0
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Express,Yes,Yes,13,Cash,Monthly,0.5375,0.9960699263421,1
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly,0.805,0.9982107095722272,0
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Express,Yes,Yes,36,Cash,Fortnightly,0.8525,0.9981537168737542,0
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly,0.8425,0.9953293298308412,1
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly,0.79,0.9943153879951272,1
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,Yes,15,PayPal,Annually,0.845,0.992115997461693,1
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,0.83,0.9952949108616956,0
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Free Shipping,Yes,Yes,48,Cash,Monthly,0.7775,0.9989610830021298,0
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly,0.87,0.9921885301333484,0
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,Yes,40,Bank Transfer,Monthly,0.815,0.992978264626684,1
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,0.555,0.9990767216940232,1
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,0.8925,0.9966759370783932,0
419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Standard,Yes,Yes,27,Venmo,Bi-Weekly,0.815,0.9980847736598172,0
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.5,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,0.8925,0.998091779186525,0
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,0.8325,0.9956564971078984,1
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,Yes,48,Cash,Bi-Weekly,0.8725,0.997978912802466,1
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually,0.9275,0.9946590007502356,1
424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,0.58,0.9963487746901584,1
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,0.855,0.9955323595228452,1
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,0.8475,0.9940093681668192,0
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly,0.8525,0.994704821039288,0
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,Credit Card,Quarterly,0.85,0.995458647493914,0
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,0.84,0.994343358663959,0
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly,0.7875,0.9940657842158244,0
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,Yes,40,Debit Card,Annually,0.8825,0.9954309322696758,1
432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33,Cash,Fortnightly,0.8825,0.9987462170892996,0
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,0.855,0.9992586337930486,0
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly,0.555,0.994460205094961,0
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,0.8675,0.9967625157142702,1
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly,0.8575,0.9958406864171108,1
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly,0.855,0.997542753661088,1
438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Annually,0.8125,0.9971013331876364,1
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,0.775,0.9977345937577438,1
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly,0.87,0.9969148293304864,1
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly,0.8775,0.9958100102699498,0
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,Yes,32,Credit Card,Annually,0.68,0.9964411456755948,0
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.5,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly,0.6375,0.995161461439906,0
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually,0.835,0.9972573631291048,0
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,31,Debit Card,Annually,0.8675,0.9923576448887372,1
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually,0.8775,0.9982732949827376,1
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly,0.625,0.9970583836877188,0
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,0.9025,0.9978379233699588,0
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,0.84,0.9979821617365346,1
450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,0.5525,0.9974102375536285,1
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly,0.835,0.9960390686306928,1
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly,0.8575,0.9935797995132776,1
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.3,Yes,Express,Yes,Yes,39,PayPal,Fortnightly,0.92,0.9971237518228442,1
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly,0.6,0.995311230966038,1
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,0.845,0.9975265305955242,0
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly,0.85,0.9945115545790862,0
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,0.3725,0.9974566889865492,0
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,0.8425,0.9926951534473122,0
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,0.8425,0.9977027591164191,0
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly,0.635,0.999429311390133,1
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,0.875,0.9917745769237069,0
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20,Venmo,Weekly,0.76,0.9986744306539866,0
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,Yes,48,Venmo,Every 3 Months,0.865,0.9979602523842696,0
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29,Venmo,Weekly,0.845,0.9988055438047824,0
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,PayPal,Monthly,0.8725,0.9945606584437696,1
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly,0.9,0.9980828191774332,0
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,PayPal,Weekly,0.915,0.9929741743245424,1
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,0.5925,0.9970417918483476,1
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly,0.8125,0.9951972001487208,1
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,0.8725,0.994180723496526,1
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,Yes,6,Cash,Every 3 Months,0.84,0.9968776076834742,0
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,0.8425,0.9971040833370938,0
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,0.86,0.9938979446885337,1
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,0.905,0.9979943794841548,1
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,0.8225,0.9972093204525998,0
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually,0.6125,0.9984146445292336,0
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,0.525,0.9958608972895606,0
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly,0.87,0.9941331567210472,1
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,0.78,0.9944299557778926,1
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly,0.8575,0.9977403321638796,0
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,Yes,30,Debit Card,Bi-Weekly,0.8525,0.9964688155921184,0
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,0.8475,0.9995189002559433,0
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually,0.6125,0.997259971756192,1
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly,0.885,0.9989862346823076,0
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,0.5775,0.9983979008165892,0
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,0.6825,0.9938450372580931,1
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,0.8775,0.9977437662544748,0
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,Yes,22,Credit Card,Quarterly,0.88,0.9969851952368765,0
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,32,Venmo,Weekly,0.8725,0.9965643979315872,1
490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,40,PayPal,Annually,0.865,0.9910351664794004,0
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly,0.8825,0.9935242572655916,1
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly,0.8975,0.9974324318080086,0
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,Yes,11,Debit Card,Weekly,0.8375,0.9972108823402228,0
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,0.825,0.9961639141973536,1
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,42,Debit Card,Weekly,0.8725,0.998145273876906,0
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,0.8275,0.9944768715746548,1
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31,Venmo,Fortnightly,0.8575,0.9949712027787838,0
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly,0.8925,0.9977600408320898,1
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly,0.8575,0.9982270555026004,0
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Monthly,0.8875,0.9845724264456612,0
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months,0.63,0.9975623787632968,1
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,0.8725,0.998197671225867,1
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8,PayPal,Fortnightly,0.8875,0.996862641240212,1
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,0.62,0.9949887931363804,1
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,Yes,26,PayPal,Annually,0.8725,0.9897691625076972,1
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly,0.52,0.9933657199081096,0
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,0.625,0.9932851367676242,1
